,content_descriptors,game_name,platforms,rating 
9,"Animated Violence, Informational",Egypt 1156 B.C. / Pharaohs Gold,Windows PC,E
0,"Animated Blood, Violence",Serious Sam Advance,Game Boy Advance,M
0,"Alcohol Reference, Violence",The Settlers Rise of an Empire: The Eastern Realm,Windows PC,E10plus
1,"Alcohol Reference, Violence",The Settlers Rise of an Empire,Windows PC,E10plus
0,Comic Mischief,Let's Play Garden,Wii,E
1,Comic Mischief,Let's Play Garden,Nintendo DS,E
0,"Mild Blood, Suggestive Themes, Use of Alcohol and Tobacco, Violence",Warhammer Online: Age of Reckoning,"Macintosh, Windows PC",T
0,"Blood and Gore, Crude Humor, Intense Violence, Partial Nudity, Sexual Themes, Strong Language",No More Heroes:  Heroes' Paradise,PlayStation 3,M
0,"Simulated Gambling, Tobacco Reference",World Series of Poker 2008: Battle for the Bracelets,Nintendo DS,T
1,"Language, Simulated Gambling, Suggestive Themes, Tobacco Reference",World Series of Poker 2008: Battle for the Bracelets,"Windows PC, PlayStation 2, PlayStation 3, PSP, Xbox 360",T
0,"Blood and Gore, Drug Reference, Intense Violence, Strong Language, Suggestive Themes",Call of Duty®: Black Ops Cold War,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series",M
1,Violence,Toy Soldiers: Cold War,"Xbox 360, Xbox One",T
2,"Blood, Violence",ARMA Cold War Assault,Windows PC,M
3,Mild Violence,Supreme Ruler Cold War,Windows PC,E10plus
4,"Use of Tobacco, Violence",Codename: Panzers Cold War,Windows PC,T
5,"Language, Tobacco Reference, Violence",Cold War,Windows PC,T
6,"Animated Blood, Mild Violence",Cold War Conflicts,Windows PC,T
0,No Descriptors,NBA Starting Five,"PlayStation 2, Xbox",E
0,"Blood, Mild Language, Sexual Themes, Violence",Spy Hunter: Nowhere to Run,"PlayStation 2, Xbox",T
1,"Blood, Mild Language, Violence",Spy Hunter: Nowhere to Run,"PlayStation 2, Xbox",T
0,"Cartoon Violence, Crude Humor",Lego Harry Potter: Years 1-4,"Windows PC, PlayStation 3, Wii, Xbox 360",E10plus
1,"Animated Blood, Crude Humor, Mild Cartoon Violence",Lego Harry Potter: Years 1-4,"Nintendo DS, PSP",E10plus
0,"Comic Mischief, Mild Cartoon Violence",Viva Pinata,Xbox One,E
1,Comic Mischief,Viva Pinata Pocket Paradise,Nintendo DS,E
2,"Cartoon Violence, Comic Mischief",Viva Pinata™ Party Animals,Xbox 360,E
3,"Comic Mischief, Mild Cartoon Violence",Viva Pinata,"Windows PC, Xbox 360",E
0,Fantasy Violence,Carmen Sandiego The Secret of the Stolen Drums,"GameCube, PlayStation 2, Xbox",E
0,"Drug Reference, Strong Language, Violence",Chili Con Carnage,PSP,M
0,No Descriptors,Pony Luv,Nintendo DS,E
1,No Descriptors,Pony Luv,Windows PC,E
0,"Fantasy Violence, Language, Partial Nudity, Suggestive Themes, Use of Alcohol",Omega Quintet,"Windows PC, PlayStation 4",T
0,"Alcohol Reference, Blood, Fantasy Violence, Partial Nudity, Suggestive Themes",Demigod,Windows PC,T
0,Mild Lyrics,The Voice,"PlayStation 3, Wii U, Xbox 360",E10plus
1,Mild Lyrics,The Voice,Wii,E10plus
0,"Cartoon Violence, Crude Humor","Ed, Edd n Eddy The Mis-Edventures","GameCube, Windows PC, PlayStation 2, Xbox",E
1,Mild Cartoon Violence,"Ed, Edd n Eddy The Mis-Edventures",Game Boy Advance,E
0,"Violence, Blood, Language",Star Trek Online,"PlayStation 4, Xbox One",T
1,"Fantasy Violence, Mild Suggestive Themes",Star Trek Online,Windows PC,T
0,Mild Violence,Rapala for Kinect,Xbox 360,E
0,No Descriptors,Rugby Challenge 3,"PlayStation 3, PlayStation 4, Xbox 360, Xbox One",E
0,Alcohol Reference,OMG 26: Our Mini Games 26,Nintendo DS,E
0,Cartoon Violence,Ty the Tasmanian Tiger 3: Night of the Quinkan,"Game Boy Advance, GameCube, PlayStation 2, Xbox",E10plus
0,No Descriptors,AMF Xtreme Bowling 2006,"PlayStation 2, Xbox",E
1,No Descriptors,AMF Xtreme Bowling (2D),Mobile Phone,E
2,No Descriptors,AMF Xtreme Bowling,Mobile Phone,E
0,Mild Violence,Bomberman Fantasy Race,"PlayStation 3, PSP",E
1,Mild Animated Violence,Bomberman Fantasy Race,PlayStation/PS one,E
0,No Descriptors,Colin McRae Rally 2005,N-Gage,E
1,No Descriptors,Colin McRae Rally 2005,"Windows PC, Xbox",E
0,"Fantasy Violence, Suggestive Themes",Carnage Heart EXA,"PS Vita, PSP",E10plus
0,"Alcohol and Tobacco Reference, Mild Suggestive Themes, Violence",Tropico 4: Modern Times,"Windows PC, Xbox 360",T
0,"Alcohol and Tobacco Reference, Language, Mild Violence",Europa Universalis III Complete: Divine Wind,Windows PC,E10plus
1,"Alcohol and Tobacco Reference, Language, Mild Violence",Europa Universalis III Complete: Heir to the Throne,Windows PC,E10plus
2,"Alcohol and Tobacco Reference, Language, Mild Violence",Europa Universalis III Complete,Windows PC,E10plus
0,No Descriptors,Bust-A-Move 4,"PlayStation 3, PS Vita, PSP",E
1,Comic Mischief,BUST-A-MOVE Universe,Nintendo 3DS,E
2,No Descriptors,BUST-A-MOVE Live!,Xbox 360,E
3,Comic Mischief,Space Bust-A-Move,Nintendo DS,E
4,No Descriptors,Bust-A-Move Plus!,Wii,E
5,No Descriptors,Bust-A-Move Bash!,Wii,E
6,No Descriptors,Bust-A-Move 3DX,Windows PC,E
7,No Descriptors,Bust-A-Move Deluxe PSP,PSP,E
8,No Descriptors,Bust-a-Move DS,Nintendo DS,E
9,No Descriptors,Ultra Bust-A-Move,"Online, Xbox, Xbox 360",E
0,"Blood, Intense Violence, Strong Language",Tom Clancy's Rainbow Six Vegas 2,Windows PC,M
1,"Blood, Intense Violence, Strong Language",Tom Clancy's Rainbow Six Vegas 2,"Windows PC, PlayStation 3, Xbox 360, Xbox One",M
0,Mild Cartoon Violence,George of the Jungle and the Search for the Secret,"PlayStation 2, Wii",E
1,Comic Mischief,George of the Jungle and the Search for the Secret,Nintendo DS,E
0,Mild Violence,AirForce Delta Storm,Game Boy Advance,E
0,"Alcohol and Tobacco Reference, Crude Humor, Mild Violence",SimCity Societies Destinations,"Macintosh, Windows PC",E10plus
1,"Alcohol and Tobacco Reference, Crude Humor, Mild Violence",SimCity Societies,"Macintosh, Windows PC",E10plus
0,Comic Mischief,The Penguins of Madagascar,Nintendo 3DS,E
1,Comic Mischief,The Penguins of Madagascar,Wii U,E
2,Comic Mischief,The Penguins of Madagascar,Wii,E
3,Comic Mischief,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,"PlayStation 3, Wii",E
4,"Comic Mischief, Mild Cartoon Violence",The Penguins of Madagascar: Dr. Blowhole Returns – Again!,Xbox 360,E
5,"Comic Mischief, Mild Cartoon Violence",The Penguins of Madagascar: Dr. Blowhole Returns – Again!,Nintendo DS,E
6,Comic Mischief,The Penguins of Madagascar,Nintendo DS,E
0,"Blood and Gore, Intense Violence, Strong Language",Brother's In Arms: Hell's Highway,Windows PC,M
1,"Blood and Gore, Intense Violence, Mild Sexual Themes, Strong Language",Brothers In Arms: Hell's Highway Limited Edition,"Windows PC, PlayStation 3, Xbox 360",M
2,"Blood and Gore, Intense Violence, Strong Language",Brothers In Arms: Hell's Highway,"Windows PC, PlayStation 3, Xbox 360",M
0,"Alcohol Reference, Fantasy Violence, Mild Language",Future Tactics: The Uprising,"GameCube, PlayStation 2, Xbox",T
0,"Alcohol Reference, Mild Blood, Mild Language, Violence",Stronghold Crusader Extreme,Windows PC,T
1,"Alcohol Reference, Mild Blood, Mild Language, Violence",Stronghold Crusader Extreme ,Windows PC,T
0,Mild Cartoon Violence,Cities XL 2011,Windows PC,E
1,Mild Cartoon Violence,Cities XL 2011,Windows PC,E
0,Cartoon Violence,Kung Fu Panda Showdown of Legendary Legends,Nintendo 3DS,E10plus
1,Cartoon Violence,Kung Fu Panda Showdown of Legendary Legends,"Windows PC, PlayStation 4, Xbox One",E10plus
2,Cartoon Violence,Kung Fu Panda: Showdown of Legendary Legends,"PlayStation 3, Wii U, Xbox 360",E10plus
3,Mild Cartoon Violence,Kung Fu Panda 2,Nintendo DS,E
4,Cartoon Violence,Kung Fu Panda 2,"PlayStation 3, Wii",E10plus
5,Cartoon Violence,Kung Fu Panda 2,Xbox 360,E10plus
6,Cartoon Violence,Kung Fu Panda: Legendary Warriors,Wii,E10plus
7,Cartoon Violence,Kung Fu Panda: Legendary Warriors,Nintendo DS,E10plus
8,"Fantasy Violence, Mild Language",Kung Fu Panda,"PlayStation 2, Wii",E10plus
9,Cartoon Violence,Kung Fu Panda,Nintendo DS,E10plus
0,No Descriptors,Shanghai True Valor,PlayStation/PS one,E
0,"Drug Reference, Fantasy Violence, Language, Suggestive Themes",Tokyo Xanadu eX+,PlayStation 4,T
0,Mild Violence,Thunderbirds,Game Boy Advance,E
0,"Alcohol Reference, Mild Language, Mild Violence",Inkheart,Nintendo DS,E
0,"Alcohol Reference, Crude Humor, Language, Suggestive Themes, Violence",Street Fighter X Tekken,"Windows PC, PlayStation 3, PS Vita, Xbox 360",T
0,"Alcohol Reference, Comic Mischief",Ceville,Windows PC,E
0,No Descriptors,Total Immersion Racing,"Windows PC, PlayStation 2, Xbox",E
0,Mild Cartoon Violence,Totally Spies! 2: Undercover,"Game Boy Advance, Nintendo DS",E10plus
0,No Descriptors,Luxor: The Wrath of Set,PSP,E
0,No Descriptors,NASCAR Heat Evolution,"Windows PC, PlayStation 4, Xbox One",E
0,No Descriptors,Xia Xia,Nintendo DS,E
0,Mild Fantasy Violence,Cocoto Magic Circus 2,Wii U,E
1,Cartoon Violence,Cocoto Magic Circus,Wii,E10plus
0,No Descriptors,Demikids: Dark Version,Game Boy Advance,E
0,"Language, Mild Fantasy Violence",Mage Knight Destiny's Soldier,Nintendo DS,E10plus
0,No Descriptors,GT Legends,Windows PC,E
0,No Descriptors,Blender Bros.,Game Boy Advance,E
0,Comic Mischief,F1 Race Stars Powered Up Edition,Wii U,E
1,Comic Mischief,F1 Race Stars,"Windows PC, PlayStation 3, Xbox 360",E
0,No Descriptors,Demikids : Light Version,Game Boy Advance,E
0,No Descriptors,Escape the Emerald Star,"Macintosh, Windows PC",E
0,"Fantasy Violence, Suggestive Themes, Mild Language, Use of Alcohol",Titanic Mystery,Nintendo DSi,T
1,"Alcohol Reference, Mild Language, Mild Suggestive Themes, Violent References",Titanic Mystery,"Nintendo DS, Wii",T
0,"Mild Language, Violence",Falcon 4.0: Allied Force,Windows PC,T
0,No Descriptors,MLBPA BOTTOM OF THE 9TH '97,PlayStation/PS one,E
0,Fantasy Violence,Override 2: Super Mech League – Ultraman Deluxe Edition,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",T
1,No Descriptors,RIDE 4,"PlayStation 4, PlayStation 5, Xbox One, Xbox Series",E
2,"Fantasy Violence, Mild Blood, Use of Tobacco",Neon City Riders,PlayStation 4,E10plus
3,No Descriptors,RIDE 4,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series",E
4,"Blood and Gore, Intense Violence, Strong Language, Suggestive Themes",Outriders,"Windows PC, PlayStation 4, PlayStation 5, Stadia, Xbox One, Xbox Series",M
5,No Descriptors,TT Isle of Man - Ride on the Edge 2,"Windows PC, PlayStation 4, Nintendo Switch, Xbox One",E
6,No Descriptors,TT Isle of Man: Ride on the Edge,Nintendo Switch,E
7,Fantasy Violence,DreamWorks Dragons Dawn of New Riders,"PlayStation 4, Nintendo Switch, Xbox One",E10plus
8,Fantasy Violence,Override: Mech City Brawl,"Windows PC, PlayStation 4, Xbox One",T
9,No Descriptors,Ticket to Ride,PlayStation 4,E
0,No Descriptors,Brain Storm Series: Treasure Chase,Nintendo DS,E
0,"Blood, Drug Reference, Partial Nudity, Sexual Content, Strong Language, Violence",Prison Architect,Windows PC,M
1,"Violence, Blood, Sexual Content, Partial Nudity, Drug Reference, Strong Language",Prison Architect: Xbox 360 Edition,Xbox 360,M
2,"Violence, Blood, Sexual Content, Partial Nudity, Drug Reference, Strong Language",Prison Architect: PlayStation 4 Edition,PlayStation 4,M
3,"Blood, Drug Reference, Partial Nudity, Sexual Content, Strong Language, Violence",Prison Architect,"PlayStation 4, Xbox One",M
4,"Violence, Blood, Sexual Content, Partial Nudity, Drug Reference, Strong Language",Prison Architect: Xbox One Edition,Xbox One,M
0,No Descriptors,Rugby League Live 3,"PlayStation 4, Xbox 360, Xbox One",E
0,"Alcohol and Tobacco Reference, Blood, Language, Suggestive Themes, Violence",Tom Clancy's EndWar,Windows PC,T
1,"Alcohol and Tobacco Reference, Blood, Language, Suggestive Themes, Violence",Tom Clancy's EndWar,"Windows PC, PlayStation 3, Xbox 360",T
2,"Animated Blood, Drug Reference, Language, Mild Violence",Tom Clancy's EndWar,"PS Vita, PSP",T
3,"Animated Blood, Drug Reference, Language, Mild Violence",Tom Clancy's EndWar,Nintendo DS,T
0,"Blood and Gore, Intense Violence, Language",Left 4 Dead 2,"Windows PC, Xbox 360",M
1,"Blood and Gore, Intense Violence, Language",Left 4 Dead,"Windows PC, Xbox 360",M
0,No Descriptors,Bejeweled 2 Deluxe To Go,Windows PC,E
0,No Descriptors,DIRT 5,"PlayStation 4, PlayStation 5, Xbox One, Xbox Series X",E
1,Mild Lyrics,DiRT 4,"Linux, Macintosh",T
2,No Descriptors,DiRT Rally 2.0,"Windows PC, PlayStation 4, Xbox One",E
3,Mild Lyrics,DiRT 4,"Windows PC, PlayStation 4, Xbox One",T
4,No Descriptors,Dirt Rally,"Linux, Macintosh",E
5,No Descriptors,Dirt Rally,"Windows PC, PlayStation 4, Xbox One",E
6,"Mild Lyrics, Mild Violence",DiRT Showdown,"Windows PC, PlayStation 3, Xbox 360, Xbox One",E10plus
7,Lyrics,DiRT 3,"Windows PC, PlayStation 3, Xbox 360, Xbox One",T
8,No Descriptors,Dirt Jockey,"PlayStation 3, PS Vita, PSP",E
9,"Lyrics, Mild Suggestive Themes",DiRT 2,"Windows PC, PlayStation 3, Xbox 360",T
0,No Descriptors,Kawasaki Jet Ski,Wii,E
1,No Descriptors,Kawasaki Jet Ski,Windows PC,E
0,"Comic Mischief, Language, Violence",American McGee presents: Scrapland,"Windows PC, Xbox",T
0,No Descriptors,Crazy Machines Elements,Windows PC,E
1,No Descriptors,Crazy Machines 2 Complete,Windows PC,E
2,No Descriptors,Crazy Machines,Nintendo DS,E
3,No Descriptors,Crazy Machines,Wii,E
4,No Descriptors,Crazy Machines Elements,"Windows PC, PlayStation 3, Xbox 360",E
5,No Descriptors,Crazy Machines 2,Windows PC,E
6,No Descriptors,Crazy Machines 1.5,Windows PC,E
7,No Descriptors,Crazy Machines,"Macintosh, Windows PC",E
0,Fantasy Violence,Disney•Pixar Brave: The Video Game,Wii,E10plus
1,Fantasy Violence,Disney•Pixar Brave: The Video Game,"Macintosh, Windows PC, PlayStation 3, Xbox 360",E10plus
2,Fantasy Violence,Disney/Pixar Brave: The Video Game,Nintendo DS,E10plus
0,"Blood, Language, Violence",Frontlines: Fuel of War,"Windows PC, PlayStation 3, Xbox 360",T
0,"Mild Violence, Tobacco Reference",Indianapolis 500: Evolution,Xbox 360,E
0,"Alcohol Reference, Blood, Mild Language, Mild Violence, Sexual Themes",Grey's Anatomy: The Video Game,Nintendo DS,T
1,"Alcohol Reference, Blood, Mild Language, Mild Violence, Sexual Themes",Grey's Anatomy: The Video Game,"Windows PC, Wii",T
0,"Violence, Blood, Suggestive Themes, Partial Nudity, Mild Language, Use of Tobacco",Brandish: The Dark Revenant,PS Vita,T
0,"Mild Cartoon Violence, Mild Language, Suggestive Themes, Use of Alcohol",Summon Night: Swordcraft Story 2,Game Boy Advance,T
1,"Language, Mild Fantasy Violence, Suggestive Themes",Summon Night: Swordcraft Story,Game Boy Advance,E10plus
0,"Blood and Gore, Suggestive Themes, Violence",Samurai Shodown V Special ,PlayStation 4,M
1,"Crude Humor, Suggestive Themes, Violence",Samurai Shodown VI,PlayStation 4,T
2,"Violence, Blood, Mild Language",ACA NEOGEO SAMURAI SHODOWN V,"PlayStation 4, Xbox One",T
3,"Violence, Blood and Gore, Suggestive Themes",SAMURAI SHODOWN V SPECIAL,"PlayStation 4, PS Vita",M
4,"Violence, Suggestive Themes, Crude Humor",SAMURAI SHODOWN VI,PlayStation 4,T
0,No Descriptors,Pro Fishing Challenge,"Online, Xbox",E
0,No Descriptors,Franklin's Great Adventures GBA,Game Boy Advance,E
1,No Descriptors,Franklin's Great Adventures NDS,"Nintendo DS, Online",E
0,"Lyrics, Mild Suggestive Themes, Simulated Gambling",TDU2: Test Drive Unlimited,"Windows PC, PlayStation 3, Xbox 360",T
1,"Lyrics, Mild Language",Test Drive Unlimited,Windows PC,T
2,"Language, Mild Violence",Test Drive Unlimited,"PlayStation 2, PSP, Xbox 360",E10plus
0,Mild Fantasy Violence,The Legend of Zelda: Link's Awakening,Nintendo Switch,E
1,"Drug Reference, Language, Mild Violence, Suggestive Themes",Kotodama: The 7 Mysteries of Fujisawa,"PlayStation 4, Nintendo Switch",T
2,"Blood, Mild Language, Sexual Themes, Use of Alcohol, Violence",Shadows: Awakening,"Windows PC, PlayStation 4, Xbox One",T
3,"Violent References, Alcohol Reference, Mild Language, Crude Humor",Holy Potatoes! A Weapon Shop?!,Nintendo Switch,E10plus
4,"Violent References, Mild Blood",Total Jigsaw,PlayStation 4,E10plus
5,Mild Fantasy Violence,Alwa's Awakening,Windows PC,E
6,Mild Fantasy Violence,Aaru's Awakening,"PlayStation 3, PlayStation 4",E
7,No Descriptors,Aaru's Awakening,"Windows PC, Xbox One",E
8,"Suggestive Themes, Violence",Chronicles of Vampires: Awakening,"Nintendo DSi, Nintendo 3DS",T
9,"Blood and Gore, Drug Reference, Intense Violence, Partial Nudity, Sexual Themes, Strong Language",Lollipop Chainsaw,"PlayStation 3, Xbox 360",M
0,Cartoon Violence,Ice Age: Dawn of the Dinosaurs,"Windows PC, PlayStation 3, Xbox 360",E10plus
1,Cartoon Violence,Ice Age: Dawn of the Dinosaurs ,"PlayStation 2, Wii",E10plus
2,Mild Cartoon Violence,Ice Age: Dawn of the Dinosaurs,Nintendo DS,E
0,Mild Violence,Interactive Storybook DS Series 3,Nintendo DS,E
0,"Blood, Intense Violence, Suggestive Themes",Rule of Rose,PlayStation 2,M
0,Mild Violence,Red Card 2003,"GameCube, PlayStation 2, Xbox",E
0,Fantasy Violence,Homeworld: Deserts of Kharak,Windows PC,E10plus
1,"Fantasy Violence, Suggestive Themes",Homeworld Remastered Collection,Windows PC,E10plus
2,Violence,Homeworld 2,Windows PC,T
3,Violence,Homeworld,Windows PC,E
4,Violence,Homeworld 2,Windows PC,T
5,Animated Violence,Homeworld: Cataclysm,Windows PC,E
6,Animated Violence,Homeworld,Windows PC,E
7,"Animated Violence, Suggestive Themes, Use of Alcohol and Tobacco",Gateway ll: Homeworld,Windows PC,T
0,"Blood, Mild Violence, Suggestive Themes",Freestyle Metal X,"GameCube, PlayStation 2, Xbox",T
0,Mild Cartoon Violence,Pac-Man World Rally,"GameCube, Windows PC, PlayStation 2, PSP",E
0,"Animated Blood, Crude Humor, Fantasy Violence",Plants vs. Zombies™ Garden Warfare 2,"Windows PC, PlayStation 4, Xbox One",E10plus
1,"Animated Blood, Crude Humor, Fantasy Violence",Plants vs. Zombies™ Garden Warfare,"Windows PC, PlayStation 3, Xbox 360",E10plus
2,"Animated Blood, Crude Humor, Fantasy Violence",Plants vs. Zombies™ Garden Warfare,"PlayStation 4, Xbox One",E10plus
0,"Blood, Violence",Max Payne,PlayStation 4,M
1,"Blood and Gore, Intense Violence, Partial Nudity, Strong Language, Strong Sexual Content, Use of Drugs and Alcohol",MAX PAYNE 3,"Windows PC, PlayStation 3, Xbox 360",M
2,"Blood, Violence",Max Payne,PlayStation 3,M
3,"Blood, Drug Reference, Violence",Max Payne Advance,Game Boy Advance,M
4,"Blood, Intense Violence, Mature Sexual Themes, Strong Language",Max Payne 2: The Fall of Max Payne,"Windows PC, PlayStation 2, Xbox, Xbox 360",M
5,"Blood, Violence",Max Payne,"iOS, Macintosh, Mobile Phone, Windows PC, PlayStation 2, Xbox, Xbox 360",M
0,Fantasy Violence,Invizimals: The Lost Kingdom,PlayStation 3,E10plus
0,Violence,IL-2 Sturmovik: Forgotten Battles,Windows PC,T
1,Violence,IL-2 Sturmovik: Forgotten Battles: Ace Expansion Pack,Windows PC,T
2,Violence,IL-2 Sturmovik: Forgotten Battles,Windows PC,T
0,Fantasy Violence,SPACE OVERLORDS,"PlayStation 4, PS Vita",E10plus
1,"Violence, Blood, Crude Humor",Overlord: Fellowship of Evil,"PlayStation 4, Xbox One",T
2,"Blood, Fantasy Violence, Language, Suggestive Themes, Use of Alcohol and Tobacco",Tears to Tiara II: Heir of the Overlord,PlayStation 3,T
3,"Alcohol Reference, Crude Humor, Suggestive Themes, Violence",Overlord II,"Windows PC, PlayStation 3, Xbox 360",T
4,"Alcohol Reference, Fantasy Violence",Overlord: Dark Legend,Wii,T
5,"Comic Mischief, Mild Fantasy Violence",Overlord Minions,Nintendo DS,E10plus
6,"Blood and Gore, Crude Humor, Suggestive Themes, Use of Alcohol, Violence",Overlord: Raising Hell,"Windows PC, PlayStation 3, Xbox 360",T
7,"Blood and Gore, Crude Humor, Suggestive Themes, Use of Alcohol, Violence",Overlord,"Windows PC, Xbox 360",T
8,Violence,Combat Mission: Beyond Overlord,Windows PC,T
0,"Blood, Suggestive Themes, Violence",Sacred 3,"Windows PC, PlayStation 3, Xbox 360, Xbox One",M
0,Tobacco Reference,Fritz Chess 13,Windows PC,E
1,No Descriptors,Fritz Chess Grandmaster 11,Windows PC,E
2,No Descriptors,Fritz Chess Twelfth Edition,Windows PC,E
3,"Mild Language, Mild Suggestive Themes",Fritz Chess,Wii,E
4,"Mild Language, Mild Suggestive Themes",Fritz Chess,"PlayStation 3, Xbox 360",E
5,No Descriptors,Fritz Chess,Nintendo DS,E
6,No Descriptors,Fritz Chess Grandmaster Challenge III,Windows PC,E
7,Edutainment,Fritz &amp; Chesster's Chess for Winners,Windows PC,E
0,Violence,NFL Blitz Pro,"GameCube, PlayStation 2, Xbox",E
0,Mild Lyrics,Rocket League®,Nintendo Switch,E
1,Mild Lyrics,Rocket League,"Windows PC, PlayStation 4, Xbox One",E
2,Mild Lyrics,Rocket League®,Nintendo Switch,E
3,Mild Lyrics,Rocket League,"Windows PC, PlayStation 4, Xbox One",E
4,Mild Lyrics,Rocket League,"PlayStation 4, Xbox One",E
0,"Crude Humor, Mild Language, Mild Violence, Use of Tobacco",Balls of Fury,Wii,E10plus
1,"Language, Mild Violence",Balls of Fury,Nintendo DS,E10plus
0,No Descriptors,18 Wheels of Steel: Extreme Trucker 2,Windows PC,E
1,No Descriptors,18 Wheels of Steel: Extreme Trucker,Windows PC,E
0,No Descriptors,Rugby World Cup 2015,"PlayStation 3, PS Vita, Xbox 360",E
1,No Descriptors,Rugby World Cup 2015,"Windows PC, PlayStation 4, Xbox One",E
0,Cartoon Violence,Veggy World,Nintendo DS,E
1,Cartoon Violence,Veggy World,Wii,E
0,"Blood, Language, Suggestive Themes, Violence",Commandos: Strike Force,Windows PC,T
1,"Blood, Language, Suggestive Themes, Violence",Commandos: Strike Force,"Online, Windows PC, PlayStation 2, Xbox",T
0,Mild Cartoon Violence,SBK: Snowboard Kids,"Nintendo DS, Online",E
0,"Violence, Blood, Partial Nudity, Language, Use of Alcohol and Tobacco",JoJo's Bizarre Adventure: Eyes of Heaven,PlayStation 4,T
1,"Animated Blood, Language, Mild Suggestive Themes, Use of Tobacco, Violence",JoJo's Bizarre Adventure: All-Star Battle,PlayStation 3,T
2,"Suggestive Themes, Violence, Partial Nudity",JOJO'S BIZARRE ADVENTURE HD Ver.,"Xbox 360, PlayStation 3",T
0,Mild Fantasy Violence,Lode Runner,"Windows PC, Xbox 360, Xbox One",E
1,No Descriptors,Lode Runner,"Wii, Wii U",E
2,No Descriptors,Battle Lode Runner,"Wii, Wii U",E
3,Animated Violence,Lode Runner 3D,Nintendo 64,E
4,Animated Violence,Lode Runner 2,"Macintosh, Windows PC",E
5,Animated Violence,Lode Runner,PlayStation/PS one,E
6,Mild Animated Violence,Loderunner the Legend Returns,"Macintosh, Windows PC",E
7,No Descriptors,Lode Runner,Windows PC,E
0,Fantasy Violence,Zathura,"PlayStation 2, Xbox",E10plus
0,"Blood, Mild Lyrics, Violence",Evolution Snowboarding,"GameCube, PlayStation 2",T
0,"Fantasy Violence, Mild Language, Mild Suggestive Themes",Aegis of Earth: Protonovus Assault,PlayStation 4,T
1,"Fantasy Violence, Mild Language, Mild Suggestive Themes",Aegis of Earth: Protonovus Assault,"PlayStation 3, PS Vita",T
0,Mild Violence,Freedom Wings,Nintendo DS,E10plus
0,No Descriptors,Dream Chronicles 3: The Chosen Child,"Macintosh, Windows PC",E
1,No Descriptors,Dream Chronicles 4: Book of Air ,"Macintosh, Windows PC",E
2,No Descriptors,Dream Chronicles,"PlayStation 3, Xbox 360",E
3,No Descriptors,Dream Chronicles,Nintendo DS,E
4,No Descriptors,Dream Chronicles,"Macintosh, Windows PC",E
5,No Descriptors,Dream Chronicles 2: The Eternal Maze,"Macintosh, Windows PC",E
6,No Descriptors,Dream Chronicles,"Macintosh, Windows PC",E
0,Cartoon Violence,Kung Fu Panda Showdown of Legendary Legends,Nintendo 3DS,E10plus
1,Cartoon Violence,Kung Fu Panda Showdown of Legendary Legends,"Windows PC, PlayStation 4, Xbox One",E10plus
2,Cartoon Violence,Kung Fu Panda: Showdown of Legendary Legends,"PlayStation 3, Wii U, Xbox 360",E10plus
0,Violence,The Settlers IV,Windows PC,E
1,Animated Violence,The Settlers IV,Windows PC,E
0,"Drug Reference, Language, Mild Suggestive Themes, Violence",Eureka Seven Vol. 2: The New Vision,PlayStation 2,T
0,No Descriptors,Puzzle Challenge: Crosswords and More!,"Game Boy Advance, GameCube, Windows PC, PlayStation 2, PSP, Wii, Xbox",E
0,Comic Mischief,Muppets Party Cruise,"GameCube, PlayStation/PS one",E
0,"Blood and Gore, Intense Violence, Strong Language",QUAKE 4,"Windows PC, PlayStation 3, Xbox 360",M
1,"Blood and Gore, Intense Violence, Strong Language",Quake 4,"Windows PC, Xbox 360",M
0,"Comic Mischief, Suggestive Themes",Maximum Capacity: Hotel Giant,Windows PC,T
0,Tobacco Reference,Fritz Chess 13,Windows PC,E
1,No Descriptors,Fritz Chess Grandmaster 11,Windows PC,E
2,No Descriptors,Fritz Chess Twelfth Edition,Windows PC,E
3,"Mild Language, Mild Suggestive Themes",Fritz Chess,Wii,E
4,"Mild Language, Mild Suggestive Themes",Fritz Chess,"PlayStation 3, Xbox 360",E
5,No Descriptors,Fritz Chess,Nintendo DS,E
6,No Descriptors,Fritz Chess Grandmaster Challenge III,Windows PC,E
7,Edutainment,Fritz &amp; Chesster's Chess for Winners,Windows PC,E
0,"Cartoon Violence, Comic Mischief",Crash™ Team Racing Nitro-Fueled,"PlayStation 4, Nintendo Switch, Xbox One",E10plus
1,Mild Fantasy Violence,Jetpac Refuelled,Xbox One,E
2,Partial Nudity,Fuel Overdose,PlayStation 3,T
3,Comic Mischief,FUEL,"Windows PC, PlayStation 3, Xbox 360",E
4,"Blood, Language, Violence",Frontlines: Fuel of War,"Windows PC, PlayStation 3, Xbox 360",T
5,Mild Fantasy Violence,Jetpac Refuelled,"Xbox 360, Xbox One",E
0,No Descriptors,Let's Play Flight Attendant,Nintendo DS,E
0,"Blood and Gore, Intense Violence, Strong Language, Use of Tobacco",The Walking Dead: Saints &amp; Sinners - Complete Edition,PlayStation 4,M
