,content_descriptors,game_name,platforms,rating 
0,"Blood and Gore, Strong Language, Suggestive Themes, Use of Drugs, Violence",Blitz The League II,"PlayStation 3, Xbox 360",M
1,"Blood and Gore, Strong Language, Suggestive Themes, Use of Drugs, Violence",Blitz The League II,"PlayStation 3, Xbox 360",M
2,"Blood, Strong Language, Suggestive Themes, Use of Drugs, Violence",Blitz: The League,"Online, PlayStation 2, PSP, Xbox, Xbox 360",M
0,"Cartoon Violence, Crude Humor",LEGO Jurassic World,Nintendo Switch,E10plus
1,"Cartoon Violence, Crude Humor",LEGO Jurassic World,Nintendo 3DS,E10plus
2,"Cartoon Violence, Crude Humor",LEGO Jurassic World,PS Vita,E10plus
3,"Cartoon Violence, Crude Humor",LEGO Jurassic World,"Windows PC, PlayStation 4, Xbox One",E10plus
4,"Cartoon Violence, Crude Humor",LEGO Jurassic World,"PlayStation 3, Wii U, Xbox 360",E10plus
0,"Animated Blood, Mild Violence",Castlevania Circle of the Moon,"Game Boy Advance, Wii U",T
0,Mild Cartoon Violence,Sonic Chronicles: The Dark Brotherhood,Nintendo DS,E
0,No Descriptors,Tiger Woods PGA Tour 06,"Windows PC, PlayStation 2, Xbox, Xbox 360",E
1,No Descriptors,Tiger Woods PGA Tour 06 Mobile,Mobile Phone,E
2,No Descriptors,Tiger Woods PGA Tour 06,"GameCube, Windows PC, PlayStation 2, PSP, Xbox",E
3,No Descriptors,Tiger Woods PGA Tour 2006,"GameCube, Online, Windows PC, PlayStation 2, Xbox",E
0,Fantasy Violence,Fire Emblem: The Sacred Stones,"Game Boy Advance, Nintendo 3DS, Wii U",E
0,Mild Cartoon Violence,Disney•Pixar Finding Nemo: Escape to the Big Blue Special Edition,Nintendo DS,E
1,Mild Cartoon Violence,Disney•Pixar Finding Nemo: Escape to the Big Blue Special Edition,Nintendo 3DS,E
2,Mild Cartoon Violence,Disney/Pixar Finding Nemo: Escape to the Big Blue,Nintendo DS,E
3,Mild Cartoon Violence,Finding Nemo DS (subtitle TBD),Nintendo DS,E
4,Mild Cartoon Violence,Finding Nemo:  The Continuing Adventures,Game Boy Advance,E
5,No Descriptors,Finding Nemo,"Macintosh, Windows PC",E
6,No Descriptors,Finding Nemo: Nemo's Underwater World of Fun,"Macintosh, Windows PC",E
7,No Descriptors,Finding Nemo,"GameCube, PlayStation 2, Xbox",E
8,No Descriptors,Finding Nemo,Game Boy Advance,E
0,Animated Violence,Ace Combat 2,PlayStation/PS one,E
0,No Descriptors,F1 2009,"PSP, Wii",E
0,No Descriptors,NFL 2K2,"Dreamcast, PlayStation 2, Xbox",E
0,"Blood, Lyrics, Mild Suggestive Themes, Violence",EA SPORTS™ UFC® 2,"PlayStation 4, Xbox One",T
0,"Fantasy Violence, Mild Language, Partial Nudity, Suggestive Themes",DISSIDIA 012 [duodecim] FINAL FANTASY,"PS Vita, PSP",T
0,Cartoon Violence,LEGO Marvel Super Heroes,Nintendo Switch,E10plus
1,Cartoon Violence,LEGO Marvel Super Heroes 2,Nintendo Switch,E10plus
2,Cartoon Violence,LEGO Marvel Super Heroes 2,"Windows PC, PlayStation 4, Xbox One",E10plus
3,Cartoon Violence,LEGO Marvel Super Heroes: Universe in Peril,Nintendo DS,E10plus
4,Cartoon Violence,LEGO Marvel Super Heroes,"PlayStation 4, Xbox One",E10plus
5,Cartoon Violence,LEGO Marvel Super Heroes: Universe in Peril,PS Vita,E10plus
6,Cartoon Violence,LEGO Marvel Super Heroes,"Windows PC, PlayStation 3, Wii U, Xbox 360",E10plus
7,Cartoon Violence,LEGO Marvel Super Heroes: Universe in Peril,Nintendo 3DS,E10plus
0,No Descriptors,F1 2010,"Windows PC, PlayStation 3, Xbox 360",E
0,Violence,Monster 4x4 World Circuit,"PlayStation 2, Wii, Xbox",E
0,"Blood, Intense Violence, Strong Language",Call of Duty®: Modern Warfare 2 Campaign Remastered,"Windows PC, PlayStation 4, Xbox One",M
1,"Blood, Drug Reference, Intense Violence, Language",Call of Duty: Modern Warfare 2,"Windows PC, PlayStation 3, Xbox 360, Xbox One",M
0,Mild Cartoon Violence,Wii Fit U,Wii U,E
0,"Blood and Gore, Intense Violence, Suggestive Themes",Kingdoms of Amalur: Reckoning,"Windows PC, PlayStation 3, Xbox 360",M
0,"Blood and Gore, Drug Reference, Intense Violence, Strong Language",Call of Duty: Modern Warfare 3,"Windows PC, PlayStation 3, Xbox 360, Xbox One",M
1,"Blood and Gore, Drug Reference, Intense Violence, Strong Language",Call of Duty: Modern Warfare 3,Wii,M
2,"Blood, Mild Language, Violence",Call of Duty: Modern Warfare 3: Defiance,Nintendo DS,T
0,No Descriptors,MLB 2001,PlayStation/PS one,E
0,"Blood, Language, Suggestive Themes, Violence",WWE Smackdown vs. Raw 2011,"PlayStation 2, Wii",T
1,"Blood, Language, Suggestive Themes, Violence",WWE Smackdown vs. Raw 2011,"PlayStation 3, Xbox 360",T
2,"Blood, Language, Suggestive Themes, Violence",WWE Smackdown vs. Raw 2011,"PS Vita, PSP",T
0,"Blood and Gore, Intense Violence, Sexual Content, Strong Language, Use of Drugs",Sleeping Dogs: Definitive Edition,"Windows PC, PlayStation 4, Xbox One",M
1,"Blood and Gore, Intense Violence, Sexual Content, Strong Language, Use of Drugs",Sleeping Dogs,"Windows PC, PlayStation 3, Xbox 360",M
0,"Blood, Intense Violence, Partial Nudity, Strong Language, Strong Sexual Content, Use of Drugs and Alcohol",Grand Theft Auto IV,Xbox One,M
1,"Blood, Intense Violence, Nudity, Strong Language, Strong Sexual Content, Use of Drugs and Alcohol",Grand Theft Auto IV: The Lost and Damned,Xbox 360,M
2,"Blood, Intense Violence, Partial Nudity, Strong Language, Strong Sexual Content, Use of Drugs and Alcohol",Grand Theft Auto IV,"Windows PC, PlayStation 3, Xbox 360",M
0,"Mild Lyrics, Mild Suggestive Themes, Mild Violence",Michael Jackson: The Experience,"Nintendo 3DS, PS Vita",E10plus
1,"Lyrics, Suggestive Themes",Michael Jackson: The Experience,Xbox 360,E10plus
2,"Lyrics, Mild Violence, Suggestive Themes",Michael Jackson: The Experience,PlayStation 3,E10plus
3,Mild Lyrics,Michael Jackson The Experience,PSP,E10plus
4,"Lyrics, Suggestive Themes",Michael Jackson: The Experience,Wii,E10plus
5,Mild Lyrics,Michael Jackson The Experience,Nintendo DS,E10plus
0,"Fantasy Violence, Mild Blood, Mild Language, Mild Suggestive Themes",Ghostbusters: The Video Game Remastered,"PlayStation 4, Nintendo Switch, Xbox One",T
1,"Comic Mischief, Fantasy Violence, Language",Ghostbusters: The Video Game,PlayStation 3,E10plus
2,"Comic Mischief, Fantasy Violence, Language",Ghostbusters: The Video Game,"PlayStation 2, PSP, Wii",E10plus
3,"Comic Mischief, Fantasy Violence, Mild Language",Ghostbusters: The Video Game,"Windows PC, PlayStation 3, Xbox 360, Xbox One",T
4,Fantasy Violence,Ghostbusters: The Video Game,Nintendo DS,E
0,"Mild Lyrics, Mild Suggestive Themes, Use of Alcohol",Rock Band 3,"PlayStation 3, Wii, Xbox 360",T
1,"Language, Mild Lyrics, Suggestive Themes",Rock Band 3,Nintendo DS,E10plus
0,"Blood and Gore, Intense Violence, Language",Resident Evil Revelations,"PlayStation 4, Xbox One",M
1,"Intense Violence, Blood and Gore, Strong Language",Resident Evil Revelations 2,PS Vita,M
2,"Blood and Gore, Intense Violence, Strong Language",RESIDENT EVIL REVELATIONS 2,"Windows PC, PlayStation 4, Xbox One",M
3,"Blood and Gore, Intense Violence, Strong Language",RESIDENT EVIL REVELATIONS 2,"PlayStation 3, Nintendo Switch, Xbox 360",M
4,"Blood and Gore, Intense Violence, Language",RESIDENT EVIL REVELATIONS ,"Windows PC, PlayStation 3, Nintendo Switch, Wii U, Xbox 360",M
5,"Blood and Gore, Intense Violence, Language",Resident Evil Revelations,Nintendo 3DS,M
0,No Descriptors,NBA 2006,PlayStation 2,E
1,No Descriptors,NBA 06,PSP,E
2,No Descriptors,NBA 2K6,"PlayStation 2, Xbox, Xbox 360",E
0,"Alcohol and Tobacco Reference, Comic Mischief, Mild Language, Mild Suggestive Themes, Mild Violence",Buzz!: The Mega Quiz,PlayStation 2,E10plus
0,"Mild Suggestive Themes, Mild Violence",Endless Ocean: Blue World,Wii,E10plus
0,"Blood, Intense Violence, Strong Language",Just Cause 3,"Windows PC, PlayStation 4, Xbox One",M
0,"Alcohol Reference, Comic Mischief",Cooking Mama World Kitchen,Wii,E
0,"Alcohol Reference, Partial Nudity, Sexual Themes, Violence",TEKKEN TAG TOURNAMENT™ 2 Wii U EDITION,Wii U,T
1,"Alcohol Reference, Crude Humor, Mild Blood, Partial Nudity, Sexual Themes, Violence",TEKKEN TAG TOURNAMENT™ 2,"PlayStation 3, Xbox 360",T
0,Violence,ESPN NHL 2K5,"Online, PlayStation 2, Xbox",E
0,Violence,Power Rangers: Battle for the Grid - Collector's Edition,"PlayStation 4, Nintendo Switch, Xbox One, Xbox Series",T
1,Violence,Power Rangers: Battle for the Grid,Stadia,T
2,No Descriptors,GRID,Stadia,E
3,No Descriptors,GRID,"Windows PC, PlayStation 4, Xbox One",E
4,Violence,Power Rangers: Battle for the Grid,"PlayStation 4, Nintendo Switch",T
5,Fantasy Violence,GRIDD: Retroenhanced,Xbox One,E10plus
6,No Descriptors,Grid Autosport,"Linux, Macintosh",E
7,"Fantasy Violence, Mild Language",Defense Grid 2,"PlayStation 4, Xbox One",E10plus
8,No Descriptors,Grid Autosport,"Windows PC, PlayStation 3, Xbox 360",E
9,No Descriptors,Grid 2,"Windows PC, PlayStation 3, Xbox 360",E
0,"Alcohol Reference, Fantasy Violence, Suggestive Themes",Phantasy Star Portable 2,PSP,T
0,"Suggestive Themes, Violence",Crimson Skies: High Road to Revenge,"Xbox, Xbox 360",T
0,"Blood, Violence",Spec Ops: Ranger Elite,"PlayStation 3, PS Vita, PSP",T
1,"Animated Blood, Animated Violence",Spec Ops: Ranger Elite,PlayStation/PS one,T
0,Violence,FIGHTING EX LAYER,PlayStation 4,T
1,Suggestive Themes,Crazy Strike Bowling EX,"PlayStation 4, Xbox One",E10plus
2,"Comic Mischief, Mild Language, Violence",Gex: Enter the Gecko,"PlayStation 3, PS Vita",E
3,"Blood, Violence",Cabela's Hunting Expeditions,"Windows PC, PlayStation 3, Xbox 360",T
4,"Mild Blood, Violence",Cabela's Hunting Expeditions ,Wii,T
5,Violence,North American Hunting Extravaganza II,Wii,T
6,Mild Violence,Gex,"PlayStation 3, PS Vita, PSP",E
7,"Comic Mischief, Suggestive Themes",Gex 3: Deep Cover Gecko,"PlayStation 3, PS Vita, PSP",T
8,Violence,North American Hunting Extravaganza,Wii,T
9,No Descriptors,Skydiving Extreme,PlayStation/PS one,E
0,No Descriptors,NBA 2K14,"PlayStation 4, Xbox One",E
1,No Descriptors,NBA 2K14,"Windows PC, PlayStation 3, Xbox 360",E
0,No Descriptors,DIRT 5,"PlayStation 4, PlayStation 5, Xbox One, Xbox Series X",E
1,Mild Lyrics,DiRT 4,"Linux, Macintosh",T
2,No Descriptors,DiRT Rally 2.0,"Windows PC, PlayStation 4, Xbox One",E
3,Mild Lyrics,DiRT 4,"Windows PC, PlayStation 4, Xbox One",T
4,No Descriptors,Dirt Rally,"Linux, Macintosh",E
5,No Descriptors,Dirt Rally,"Windows PC, PlayStation 4, Xbox One",E
6,"Mild Lyrics, Mild Violence",DiRT Showdown,"Windows PC, PlayStation 3, Xbox 360, Xbox One",E10plus
7,Lyrics,DiRT 3,"Windows PC, PlayStation 3, Xbox 360, Xbox One",T
8,No Descriptors,Dirt Jockey,"PlayStation 3, PS Vita, PSP",E
9,"Lyrics, Mild Suggestive Themes",DiRT 2,"Windows PC, PlayStation 3, Xbox 360",T
0,"Alcohol Reference, Mild Cartoon Violence, Mild Lyrics",Gold's Gym Dance Workout,Wii,E10plus
0,"Blood, Strong Language, Violence",Red Faction: Guerrilla Re-Mars-tered,Nintendo Switch,M
1,"Blood, Strong Language, Violence",Red Faction Guerrilla Re-Mars-tered,"Windows PC, PlayStation 4, Xbox One",M
2,"Blood, Strong Language, Violence",Red Faction: Guerrilla,"Windows PC, PlayStation 3, Xbox 360",M
0,"Blood and Gore, Violence",Tom Clancy's Ghost Recon: Island Thunder,Windows PC,M
1,"Blood and Gore, Violence",Tom Clancy's Ghost Recon: Island Thunder,"Windows PC, PlayStation 2, Xbox",M
0,"Language, Use of Alcohol and Tobacco, Violence",Mercenaries 2: World in Flames,"Windows PC, PlayStation 3, Xbox 360",T
1,"Language, Use of Alcohol and Tobacco, Violence",Mercenaries 2: World in Flames,PlayStation 2,T
0,No Descriptors,The Need for Speed: V-Rally,PlayStation/PS one,E
0,Fantasy Violence,KINGDOM HEARTS Re:Chain of Memories,PlayStation 2,E10plus
0,No Descriptors,Pictionary: Ultimate Edition,"PlayStation 3, Xbox 360",E
1,Tobacco Reference,Pictionary,Wii,E
2,Tobacco Reference,Pictionary,Nintendo DS,E
0,No Descriptors,NCAA Football 13,"PlayStation 3, Xbox 360",E
0,"Blood and Gore, Intense Violence, Suggestive Themes",Kingdoms of Amalur: Reckoning,"Windows PC, PlayStation 3, Xbox 360",M
0,No Descriptors,NFL Gameday '97,PlayStation/PS one,E
0,No Descriptors,Beijing 2008™ - The Official Video Game of the Olympic Games,"Windows PC, PlayStation 3, Xbox 360",E
0,"Blood and Gore, Intense Violence, Partial Nudity, Sexual Themes, Strong Language",The House of the Dead: Overkill,Wii,M
0,"Alcohol Reference, Blood, Crude Humor, Language, Mild Violence",Tony Hawk's Project 8,"PlayStation 3, Xbox 360",T
1,"Blood, Crude Humor, Language, Mild Violence",Tony Hawk's Project 8,PSP,T
2,"Blood, Crude Humor, Language, Mild Violence",Tony Hawk's Project 8,"PlayStation 2, Xbox",T
0,"Blood, Language, Suggestive Themes, Use of Tobacco, Violence",Injustice: Gods Among Us - Ultimate Edition,"Windows PC, PlayStation 3, PS Vita, Xbox 360",T
1,"Blood, Language, Suggestive Themes, Use of Tobacco, Violence",Injustice: Gods Among Us - Ultimate Edition,PlayStation 4,T
2,"Blood, Language, Suggestive Themes, Violence",Injustice: Gods Among Us,"PlayStation 3, Wii U, Xbox 360",T
0,No Descriptors,NHL 2000,Game Boy Color,E
1,Animated Violence,NHL 2000,"Windows PC, PlayStation/PS one",E
0,"Alcohol and Tobacco Reference, Lyrics, Mild Blood, Mild Violence",Buzz! Master Quiz,PSP,E10plus
0,"Blood and Gore, Intense Violence, Strong Language",Brother's In Arms: Hell's Highway,Windows PC,M
1,"Blood and Gore, Intense Violence, Mild Sexual Themes, Strong Language",Brothers In Arms: Hell's Highway Limited Edition,"Windows PC, PlayStation 3, Xbox 360",M
2,"Blood and Gore, Intense Violence, Strong Language",Brothers In Arms: Hell's Highway,"Windows PC, PlayStation 3, Xbox 360",M
0,"Blood, Mild Language, Suggestive Themes, Violence",EA Sports Fight Night Round 2,"GameCube, Online, PlayStation 2, Xbox",T
0,Comic Mischief,Wizards of Waverly Place,Nintendo DS,E
1,Comic Mischief,Disney Wizards of Waverly Place: Spellbound,Nintendo DS,E
2,Comic Mischief,Disney Wizards of Waverly Place: Spellbound + DGamer,Nintendo DS,E
3,Comic Mischief,Wizards of Waverly Place + DGamer,Nintendo DS,E
0,Cartoon Violence,Scooby-Doo! First Frights,"PlayStation 2, Wii",E10plus
1,Mild Cartoon Violence,Scooby-Doo! First Frights,Nintendo DS,E10plus
0,"Blood, Violence",Conflict: Desert Storm II Back to Baghdad,"GameCube, Windows PC, PlayStation 2, Xbox",T
1,"Blood, Violence",Conflict: Desert Storm,"GameCube, Windows PC, PlayStation 2, Xbox",T
0,No Descriptors,Triple Play 2002,"PlayStation/PS one, Xbox",E
1,No Descriptors,Triple Play 2002,"Windows PC, PlayStation 2, PlayStation/PS one",E
0,Violence,Vagrant Story,"PlayStation 3, PS Vita, PSP",T
1,Animated Violence,Vagrant Story,PlayStation/PS one,T
0,"Mild Fantasy Violence, Mild Language",Lemmings Touch,PS Vita,E
1,Mild Cartoon Violence,Lemmings,PlayStation 3,E
2,Mild Cartoon Violence,Lemmings PSP,"PS Vita, PSP",E
3,No Descriptors,Lemmings,Game Boy Color,E
4,Mild Animated Violence,Lemmings Revolution,Windows PC,E
5,Mild Animated Violence,Lemmings Paintball,Windows PC,E
6,No Descriptors,The Lemmings Chronicles (Best Sellers Pack),Windows PC,E
7,No Descriptors,3D Lemmings,Windows PC,E
8,No Descriptors,Holiday Lemmings 94,Windows PC,E
9,No Descriptors,Lemmings,CDI,E
0,"Alcohol Reference, Suggestive Themes, Violence",WARRIORS OROCHI 4,"Windows PC, PlayStation 4, Nintendo Switch, Xbox One",T
1,"Mild Language, Suggestive Themes, Use of Alcohol and Tobacco, Violence",WARRIORS OROCHI 3 Ultimate,"PlayStation 4, Xbox One",T
2,"Mild Language, Suggestive Themes, Use of Alcohol and Tobacco, Violence",WARRIORS OROCHI 3 Ultimate,"PlayStation 3, PS Vita",T
3,"Mild Language, Mild Suggestive Themes, Violence",Warriors Orochi,PlayStation 3,T
4,"Mild Language, Suggestive Themes, Use of Alcohol and Tobacco, Violence",WARRIORS OROCHI 3 HYPER,Wii U,T
5,"Mild Language, Suggestive Themes, Use of Alcohol and Tobacco, Violence",WARRIORS OROCHI 3,"PlayStation 3, Xbox 360",T
6,"Mild Suggestive Themes, Violence",Warriors Orochi 2,"PlayStation 2, PS Vita, PSP, Xbox 360",T
7,"Mild Language, Mild Suggestive Themes, Violence",Warriors Orochi,"Windows PC, PlayStation 2, PS Vita, PSP, Xbox 360",T
0,"Lyrics, Mild Fantasy Violence, Mild Suggestive Themes",Guitar Hero: Warriors of Rock,"PlayStation 3, Xbox 360",T
1,"Lyrics, Mild Fantasy Violence, Mild Suggestive Themes",Guitar Hero: Warriors of Rock,Wii,T
0,No Descriptors,Enduro Racer,Wii,E
0,"Blood, Mild Language, Suggestive Themes, Use of Alcohol, Violence",Tales of Xillia™ 2,PlayStation 3,T
0,"Lyrics, Sexual Themes, Use of Alcohol and Tobacco",SingStar '90s,PlayStation 2,T
0,"Mild Suggestive Themes, Violence",Tomb Raider: Anniversary,PlayStation 3,T
1,"Mild Suggestive Themes, Violence",Tomb Raider: Anniversary - Episodes 1 and 2,Xbox 360,T
2,"Mild Suggestive Themes, Violence",Tomb Raider: Anniversary - Episodes 3 and 4,Xbox 360,T
3,"Mild Suggestive Themes, Violence",Tomb Raider: Anniversary,"Windows PC, PlayStation 2, PSP, Wii, Xbox 360",T
0,No Descriptors,Winning Eleven: Pro Evolution Soccer 2007 PSP,PSP,E
1,No Descriptors,Winning Eleven: Pro Evolution Soccer 2007,"Windows PC, PlayStation 2, Xbox 360",E
2,No Descriptors,Winning Eleven: Pro Evolution Soccer 2007 DS,Nintendo DS,E
0,"Blood and Gore, Suggestive Themes, Violence",Darksiders II Deathinitive Edition,Nintendo Switch,M
1,"Blood and Gore, Suggestive Themes, Violence",Darksiders II Deathinitive Edition,"Linux, Macintosh, Windows PC, PlayStation 4, Xbox One",M
2,"Blood and Gore, Suggestive Themes, Violence",Darksiders II,"Windows PC, PlayStation 3, Wii U, Xbox 360",M
0,"Fantasy Violence, Mild Blood, Mild Language, Mild Suggestive Themes",Ghostbusters: The Video Game Remastered,"PlayStation 4, Nintendo Switch, Xbox One",T
1,"Comic Mischief, Fantasy Violence, Language",Ghostbusters: The Video Game,PlayStation 3,E10plus
2,"Comic Mischief, Fantasy Violence, Language",Ghostbusters: The Video Game,"PlayStation 2, PSP, Wii",E10plus
3,"Comic Mischief, Fantasy Violence, Mild Language",Ghostbusters: The Video Game,"Windows PC, PlayStation 3, Xbox 360, Xbox One",T
4,Fantasy Violence,Ghostbusters: The Video Game,Nintendo DS,E
0,"Fantasy Violence, Mild Language, Mild Suggestive Themes",The World Ends With You: Final Remix,Nintendo Switch,T
1,"Fantasy Violence, Mild Language, Mild Suggestive Themes",The World Ends with You,Nintendo DS,T
0,"Blood and Gore, Intense Violence",The Lord of the Rings: War in the North,"Windows PC, PlayStation 3, Xbox 360",M
0,"Comic Mischief, Mild Cartoon Violence",Rocky and Bullwinkle,Xbox 360,E
1,Violence,Rocky Balboa,PSP,T
2,"Blood, Violence",Rocky Legends,"PlayStation 2, Xbox",T
3,Violence,Rocky,Game Boy Advance,E
4,Violence,Rocky,"GameCube, PlayStation 2, Xbox",T
5,Mild Violence,Pocky &amp; Rocky With Becky,"Game Boy Advance, Wii U",E
6,"Animated Blood, Animated Violence",Rocky Mountain Trophy Hunter 3,Windows PC,T
7,Mild Animated Violence,Rocky Mountain Trophy Hunter,Game Boy Color,T
8,"Animated Blood, Mature Sexual Themes",Rocky Interactive Horror Show,Windows PC,M
9,"Animated Blood, Animated Violence",Rocky Mountain Trophy Hunter,"Macintosh, Windows PC",T
0,"Fantasy Violence, Mild Blood, Mild Language, Simulated Gambling, Suggestive Themes, Use of Alcohol",Dragon Quest VIII: Journey of the Cursed King,Nintendo 3DS,T
1,"Alcohol Reference, Fantasy Violence, Mild Language, Simulated Gambling, Suggestive Themes",Dragon Quest VIII Journey of the Cursed King,PlayStation 2,T
0,No Descriptors,Ford Racing,"PlayStation 3, PSP",E
1,No Descriptors,Ford Racing Off Road,Windows PC,E
2,No Descriptors,Ford Racing Off Road,"Windows PC, PlayStation 2, PSP, Wii",E
